,Ranking,Total Amount,待完善,Excluded bcz citizenship/SOE/edc,Name (EN),Name (CN),Comment,Year born,Age,Sex,Ethnicity,Bio Link,Industry,Company Name,Company Name (CN),Publicly Listed? (Y/N),Company Position,Corporate HQ (Province),Corporate HQ (City),Company Link,Donor Entity Name,Donation Amount (mil ¥),Donation Month,Donation Date,Donation Origin (Province),Donation Origin (City),Donation Destination (Province),Donation Destination (City),Name of Recipient,Name of Recipient (CN),Donation for what program?,Type of Recipient,Donation Cause,Donation Vehicle,Form of Donation,Pledge? (Y/N),UID-Don't Delete,Donation Link,Donatlon Link 2,Donation Link 3,Other Donation Link(s),"Human Search (1,2,3,4)","Web Crawler (1,2,3,4)","Self-Report (1,2,3,4)","Foundation (1,2,3,4)",CFC Validated? (Y/N),Source Type,Receipt? (Y/N),Credibility,Researcher,Last Update,Web Crawler Platform,Search Term
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,14,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,Finance,Changsha Jiangwan Technology Investment Group,长沙江湾科技投资集团有限公司,,Chairman and General Manager,Hunan,Changsha,http://www.qixin.com/company/4223ae80-a949-40db-8a80-2a9399a9ac03,长沙江湾科技投资集团有限公司,0.1,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.1-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,77,10,,,Ding Jinchao,丁金朝,,1948,68,M,Hui,Link,Consumer,Xtep,特步（中国）有限公司,,Chairman,Fujian,Xiamen,Link,厦门特步投资有限公司,8,12,15,Fujian,Xiamen,Beijing,Beijing,China Foundation for Poverty Alleviation,,紧急救援项目,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,丁金朝-厦门特步投资有限公司-8-12-China Foundation for Poverty Alleviation-,Link,,,,,,,1st,,,,,,,,
Y,77,10,,,Ding Jinchao,丁金朝,,,,,,,,,,,,,,,特步（中国）有限公司,2,4,11,Fujian,Xiamen,Fujian,Xiamen,,厦门大学教育发展基金会,教育发展基金,University or University Foundation,Education,Corporation,Cash,N,丁金朝-特步（中国）有限公司-2-4--厦门大学教育发展基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,77,10,,,He Wenzhong,何文忠,,,,M,,Link,Real Estate,Xin Ding Group,鑫鼎集团,,Chairman,Hubei,Yichang,Link,鑫鼎集团,10,1,29,Hubei,Yichang,Hubei,Yichang,Hubei Government,,,Government,Social Welfare & Poverty Alleviation,Corporation,Cash,N,何文忠-鑫鼎集团-10-1-Hubei Government-,Link,,,,,,,,,,,,,,,
Y,77,10,,,Liu Baolin,刘宝林,,1953,63,M,,Link,Healthcare,Jointown Pharmaceutical Group,九州通医药集团,,Chairman,Hubei,Wuhan,Link,Jointown Pharmaceutical Group,10,1,28,Hubei,Wuhan,Hubei,Wuhan,Hubei Charity Federation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,刘宝林-Jointown Pharmaceutical Group-10-1-Hubei Charity Federation-,Link,,,,1st,,,,,Third Party,,Need to check with the receiver,Zijia Guo,2016/3/14,,
Y,77,10,,,Liu Baolin,刘宝林,,,,,,,,,,,,,,,Jointown Pharmaceutical Group,,12,18,Hubei,Wuhan,Hubei,Wuhan,Hanyang District Government,,,Government,Social Welfare & Poverty Alleviation,Corporation,Services,N,刘宝林-Jointown Pharmaceutical Group--12-Hanyang District Government-,Link,,,,,,,,,One from donator,,"Y, volunter activity has pictures",Huang YiQing,2016/12/2,,
Y,77,10,,,Wu Yiling,吴以岭,,1949,67,F,Han,Link,Healthcare,Shijiazhuang Yiling Pharmaceutical Co Ltd,石家庄以岭药业股份有限公司,,Chairman,Hebei,Shijiazhuang,http://www.yiling.cn/,Shijiazhuang Yiling Pharmaceutical Co Ltd,10,2,27,Hebei,Shijiazhuang,Beijing,Beijing,China Red Cross Foundation,中国红十字基金会,,Government Charitable Organization,Public Health,Corporation,Cash,N,吴以岭-Shijiazhuang Yiling Pharmaceutical Co Ltd-10-2-China Red Cross Foundation-中国红十字基金会,Link,,,,1st,,,,,One from receiver,,Y,Huang YiQing,2016/11/30,,
Y,77,10,,,"Wu Chun, Chen Yingliu, etc",吴淳，陈英柳等,MAGGIE,,,M,,,Unknown,,,,,,,,吴淳，陈英柳等,10,9,3,,,Sichuan,Chengdu,,四川电子科技大学教育发展基金会,,University or University Foundation,Education,Individual,Cash,N,吴淳，陈英柳等-吴淳，陈英柳等-10-9--四川电子科技大学教育发展基金会,,,,,,,,,,Credible third party,,Y,Yiqing Huang,2016/12/7,,
Y,77,10,,,Yao Zhenhua,姚振华,,,,,,,,,,,,,,,"Baoneng Holding(China) Co., Ltd",90,3,18,Guangdong,Shenzhen,Guangdong,Shenzhen,South University of Science and Technology of China,,,University or University Foundation,Education,Corporation,Cash,Y,"姚振华-Baoneng Holding(China) Co., Ltd-90-3-South University of Science and Technology of China-",Link1,Link2,,,1st,,,,,,,,Huang YiQing,2016/12/2,,
Y,77,10,,,Yao Zhenhua,姚振华,,1970,46,M,Han,Link,Real Estate,"Baoneng Holding(China) Co., Ltd.",宝能控股（中国）有限公司,N,Chairman,Guangdong,Shenzhen,Link,"Baoneng Holding(China) Co., Ltd",10,3,18,Guangdong,Shenzhen,Guangdong,Shenzhen,South University of Science and Technology of China,,,University or University Foundation,Education,Corporation,Cash,N,"姚振华-Baoneng Holding(China) Co., Ltd-10-3-South University of Science and Technology of China-",Link1,Link2,Link3,,1st,,,,,"One from receiver, others from third party",,Y,Zijia Guo,2016/4/6,,
Y,77,10,,,Ao Xiaoqiang,敖小强,,1964,52,M,,Link,Environment,"Beijing SDL Technology Co., Ltd.",北京雪迪龙科技股份有限公司,,"Chairman, CEO",Beijing,Beijing,Link,Ao Xiaoqiang,10,11,2,Beijing,Beijing,Guangdong,Guangzhou,South China University of Technology,,,University or University Foundation,Education,Individual,Cash,N,敖小强-Ao Xiaoqiang-10-11-South China University of Technology-,Link1,Link2,,,1st,,,,,"One from reciever, one from donor",,Y,Yiqing Huang,2016/12/1,,
Y,77,10,,,Fang Hongbo,方洪波,,,,,,,,,,,,,,,广东美芝制冷设备有限公司,9,9,30,Guangdong,Foshan,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,方洪波-广东美芝制冷设备有限公司-9-9--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,77,10,,,Fang Hongbo,方洪波,,1967,49,M,Han,Link,Manufacturing,GMCC&Welling,广东美芝制冷设备有限公司,N,Chairman,Guangdong,Foshan,,广东美芝制冷设备有限公司,1,9,30,Guangdong,Foshan,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,方洪波-广东美芝制冷设备有限公司-1-9--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,77,10,,,Zhu Gongshan,朱共山,,1958,58,M,Han,Link,Energy,GCL-Poly Energy Holdings Ltd.,保利协鑫能源控股有限公司,Y,Chairman,Hong Kong,Hong Kong,Link,GCL-Poly Energy Holdings Ltd.,10,6,24,HongKong,HongKong,Jiangsu,Yancheng,Funing Government,,,Government,Disaster Relief,Corporation,Cash,N,朱共山-GCL-Poly Energy Holdings Ltd.-10-6-Funing Government-,Link,,,,1st,,,,,One from third party,,Need to check with the receiver,Huang YiQing,2016/12/2,,
Y,77,10,,,Li Anmin,李安民,辽宁大学校友，中国益民文化建设基金会理事长，以个人名义捐赠，自己也给基金会捐过钱，感觉是个神秘的有钱人,,,,,http://www.lnu.edu.cn/info/15008/73870.htm,Unknown,,,,,,,,李安民,10,9,10,,,Liaoning,Shenyang,,辽宁省辽宁大学教育基金会,,University or University Foundation,Education,Individual,Cash,N,李安民-李安民-10-9--辽宁省辽宁大学教育基金会,,,,,,,,,,1 recipient,,Y,Yiqing Huang,2016/12/7,,
Y,77,10,,,Li Guangwu,李广武,individual donation. no clue for company,,,,,,Unknown,,,,,,,,李广武,10,12,14,,,Shanghai,Shanghai,Shanghai Soong Ching Ling Foundation,上海宋庆龄基金会,母婴平安公益基金,Non-Government Foundation,Public Health,Individual,Cash,N,李广武-李广武-10-12-Shanghai Soong Ching Ling Foundation-上海宋庆龄基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,77,10,,,Li Jifeng,李纪丰,,1968,48,M,Han,Link,Entertainment,De Feng Li Da Group,德丰利达资产管理集团有限公司,N,Chairman,Beijing,Beijing,,德丰利达资产管理集团有限公司,10,7,N/A,Beijing,Beijing,Beijing,Beijing,,中国光华科技基金会,中华文化发展公益基金,Government Charitable Organization,Unspecified,Corporation,Cash,N,李纪丰-德丰利达资产管理集团有限公司-10-7--中国光华科技基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,77,10,,,Yang Weichang,杨炜长,,,,,,,,,,,,,,,北京北方出租汽车有限责任公司,9,9,22,Beijing,Beijing,Beijing,Beijing,China University of Mining and Techology Education Development Foundation,中国矿业大学教育发展基金会,,University or University Foundation,Education,Corporation,Cash,N,杨炜长-北京北方出租汽车有限责任公司-9-9-China University of Mining and Techology Education Development Foundation-中国矿业大学教育发展基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,77,10,,,Yang Weichang,杨炜长,,,,M,,http://www.bwgl.cn/new/newdetail-articleid_4917.aspx,Finance,"The Northern Investment Group Co,Ltd.",北京北方投资集团,,Chairman,Beijing,Beijing,http://baike.baidu.com/view/4604661.htm,北京北方出租汽车有限责任公司,1,9,22,Beijing,Beijing,Beijing,Beijing,China University of Mining and Techology Education Development Foundation,中国矿业大学教育发展基金会,,University or University Foundation,Education,Corporation,Cash,N,杨炜长-北京北方出租汽车有限责任公司-1-9-China University of Mining and Techology Education Development Foundation-中国矿业大学教育发展基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,77,10,,,Yang Jidong,杨继东,公司名包含碧桂园 但没有股东 查不到是否有隶属关系,,,M,,,Real Estate,Qingyuan Country Garden Real Estate Limited,清远碧桂园物业发展有限公司,N,Chairman,Guangdong,Qingyuan,,清远碧桂园物业发展有限公司,5,11,9,Guangdong,Qingyuan,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨继东-清远碧桂园物业发展有限公司-5-11--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,77,10,,,Yang Jidong,杨继东,公司名包含碧桂园 但没有股东 查不到是否有隶属关系,,,,,,,,,,,,,,清远碧桂园物业发展有限公司,5,11,9,Guangdong,Qingyuan,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,杨继东-清远碧桂园物业发展有限公司-5-11--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,77,10,,,Liang Shezeng,梁社增,,1932,84,M,,http://baike.baidu.com/item/%E6%A2%81%E5%AE%B6%E8%8D%A3/7581775,Real Estate,Shirong Zhaoye Co. LTD,广东世荣兆业股份有限公司,,Chairman,Guangdong,Zhuhai,http://baike.baidu.com/view/3294832.htm,广东世荣兆业股份有限公司,10,3,16,Guangdong,Zhuhai,Shanxi,Taiyuan,Shanxi Provincial Cultural Development Fund Org,山西省文化发展基金会,冠山舍利文化园项目建设,Government Charitable Organization,Culture,Corporation,Cash,N,梁家荣-广东世荣兆业股份有限公司-10-3-Shanxi Provincial Cultural Development Fund Org-山西省文化发展基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,77,10,,,Mao Weiying,毛蔚瀛,,,,M,,http://baike.baidu.com/view/8310460.htm,Construction and Civil Engineering,ECS Engineering Consulting Services GmbH,德国ECS/易城工程顾问有限公司,,Greater China President,Shanghai,Shanghai,http://www.ecspartner.com/,上海易城工程顾问股份有限公司,10,5,4,Shanghai,Shanghai,Shanghai,Shanghai,Shanghai Tongji University Education Development Foundation,上海同济大学教育发展基金会,同济大学校友创新创业公益基金,University or University Foundation,Education,Corporation,Cash,N,毛蔚瀛-上海易城工程顾问股份有限公司-10-5-Shanghai Tongji University Education Development Foundation-上海同济大学教育发展基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,77,10,,,Xu Kaihua,许开华,,1966,50,M,Han,http://baike.baidu.com/item/%E8%AE%B8%E5%BC%80%E5%8D%8E/10282729,Environment,Shenzhen Green Eco-Manufacture Hi-Tech Co. Ltd.,格林美股份有限公司,,Chairman,Guangdong,Shenzhen,http://www.gemchina.com/gongsijianjie/,格林美股份有限公司,10,12,30,Guangdong,Shenzhen,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,格林美股份有限公司,University or University Foundation,Education,Corporation,Cash,N,许开华-格林美股份有限公司-10-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,94,9,,,He Qiaonv,何巧女,,,,,,,,,,,,,,,He Qiaonv,2900,9,18,Beijing,Beijing,Beijing,Beijing,Qiaonv Foundation,巧女公益基金会,,Non-Government Foundation,Unspecified,Individual,Stocks,Y,何巧女-He Qiaonv-2900-9-Qiaonv Foundation-巧女公益基金会,Link1,Link2,,,1st,,,,,Two from third party,,Need to check with the receiver,Huang YiQing,2016/11/18,,
Y,94,9,,,He Qiaonv,何巧女,,1966,50,F,Han,Link,Construction and Civil Engineering,Orient Landscape Industry Group Ltd.,东方园林,,Chairman,Beijing,Beijing,Link,He Qiaonv,9,11,,Beijing,Beijing,Guangdong,Shenzhen,Shenzhen Charity Institute,深圳公益学院,,NGO,Education,Individual,Cash,N,何巧女-He Qiaonv-9-11-Shenzhen Charity Institute-深圳公益学院,Link,,,,1st,,,,,One from third party,,Need to check with the receiver,Huang YiQing,2016/11/18,,
Y,94,9,,,Nie Jinghua,聂景华,,1953,63,M,Han,Link,Manufacturing,Huawu Group,华伍股份,,Chairman,Jiangxi,Fengcheng,Link,Huawu Group,9,10,12,Jiangxi,Fengcheng,Hubei,Wuhan,Huazhong University of Science and Technology,华中科技大学,,University or University Foundation,Education,Corporation,Cash,N,聂景华-Huawu Group-9-10-Huazhong University of Science and Technology-华中科技大学,News Link with higher amount,Foundation Link,,,1st,,,2nd,,,,One from receiver,Xueshan Zhang,2017/1/9,,
Y,96,8.823,,,Sun Yinhuan,孙荫环,,1949,67,M,Han,Link,Real Estate,"Yida Group Co., Ltd.",亿达集团有限公司,Y,Chairman and CEO,Liaoning,Dalian,Link,"Yida Group Co., Ltd.",5,9,29,Liaoning,Dalian,Liaoning,Lvshun,Lv Shun Kou Experiment School,,,School,Education,Corporation,Cash,N,"孙荫环-Yida Group Co., Ltd.-5-9-Lv Shun Kou Experiment School-",Link,,,,1st,,,,,One from third party,,Need to check with receiver,Huang YiQing,2016/11/17,,
Y,96,8.823,,,Sun Yinhuan,孙荫环,,,,,,,,,,,,,,,大连软件园发展有限公司,2.5,10,19,Liaoning,Dalian,Liaoning,Dalian,Dalian Charity Foundation,大连慈善基金会,大连亿达慈善公益基金,Government Charitable Organization,Unspecified,Corporation,Cash,N,孙荫环-大连软件园发展有限公司-2.5-10-Dalian Charity Foundation-大连慈善基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,96,8.823,,,Sun Yinhuan,孙荫环,,,,,,,,,,,,,,,武汉软件新城发展有限公司,1.25,10,27,Liaoning,Dalian,Liaoning,Dalian,Five Schools,,,School,Education,Corporate Foundation,Cash,N,孙荫环-武汉软件新城发展有限公司-1.25-10-Five Schools-,,,,,,,,,,Two from third party,,"Y, credible thrid party sources",Xueshan Zhang,2017/1/11,,
Y,96,8.823,,,Sun Yinhuan,孙荫环,,,,,,,,,,,,,,,武汉软件新城发展有限公司,0.073,1,26,,,,,Five Schools,,,School,Education,Corporate Foundation,Cash,N,孙荫环-武汉软件新城发展有限公司-0.073-1-Five Schools-,,,,,,,,,,,,,Xueshan Zhang,2017/1/12,,
Y,97,8.6,,,Shen Xiaoping,沈小平,,,,,,,,,,,,,,,"Tongding Group Co., Ltd.",5,2,1,Jiangsu,Suzhou,Jiangsu,Wujiang,,吴江区慈善总会,,Government Charitable Organization,Unspecified,Corporation,Cash,N,"沈小平-Tongding Group Co., Ltd.-5-2--吴江区慈善总会",,,,,,,,,,"One from receiver, one from donater",,Y,Huang YiQing,2016/11/17,,
Y,97,8.6,,,Shen Xiaoping,沈小平,,,,,,,,,,,,,,,"Tongding Group Co., Ltd.",1.8,,,Jiangsu,Suzhou,Jiangsu,,Jiangsu Government,,,Government,Culture,Corporation,Cash,N,"沈小平-Tongding Group Co., Ltd.-1.8--Jiangsu Government-",Link1,,,,1st,,,,,One from donator,,Need to check with the receiver,Huang YiQing,2016/11/17,,
Y,97,8.6,,,Shen Xiaoping,沈小平,,1966,50,M,,Link,Manufacturing,"Tongding Group Co., Ltd.",通鼎集团有限公司,Y,Chairman,Jiangsu,Suzhou,Link,"Tongding Group Co., Ltd.",1,1,20,Jiangsu,Suzhou,Jiangsu,Nanjing,Nanjing Red Cross Hospital,,,Individual(s),Public Health,Corporation,Cash,N,"沈小平-Tongding Group Co., Ltd.-1-1-Nanjing Red Cross Hospital-",Link1,,,,1st,,,,,One from donator,,Need to check with the receiver,Huang YiQing,2016/11/17,,
Y,97,8.6,,,Shen Xiaoping,沈小平,,,,,,,,,,,,,,,"Tongding Group Co., Ltd.",0.8,1,,Jiangsu,Suzhou,Jiangsu,Wujiang,Wujiang Government Charity Foundation,,,Individual(s),Social Welfare & Poverty Alleviation,Corporation,Cash,N,"沈小平-Tongding Group Co., Ltd.-0.8-1-Wujiang Government Charity Foundation-",,,,,,,,,,"One from receiver, one from donater",,Y,Huang YiQing,2016/11/17,,
Y,98,8.02171,,,Chen Dongsheng,陈东升,,,,,,,,,,,,,,,Taikang Life Insurance Company Ltd. Shanxi Branch,4,7,24,Beijing,Beijing,Hainan,,Hainan Government,,,Government,Disaster Relief,Corporation,Cash,N,陈东升-Taikang Life Insurance Company Ltd. Shanxi Branch-4-7-Hainan Government-,Link,,,,1st,,,1st,,Third party,,Need to check with the receiver,Yiqing Huang,2016/12/5,,
Y,98,8.02171,,,Chen Dongsheng,陈东升,,,,,,,,,,,,,,,Taikang Life Insurance Company Ltd. Shanxi Branch,2,7,11,Beijing,Beijing,Hubei,,,,,Government,Disaster Relief,Corporation,Cash,Y,陈东升-Taikang Life Insurance Company Ltd. Shanxi Branch-2-7--,,,,,,,,,,Third party,,Need to check with the receiver,Zijia Guo,2016/3/24,,
